STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,fid,Zone
"17","031","440202","17031440202","4402.02",Census Tract 4402.02,G5020,S,"781698","0","+41.7409599","-087.6097620",5,8
"17","031","550200","17031550200","5502",Census Tract 5502,G5020,S,"5093938","283388","+41.6550974","-087.5648270",5,8
"17","031","710700","17031710700","7107",Census Tract 7107,G5020,S,"490083","0","+41.7471100","-087.6568840",5,8
"17","031","550100","17031550100","5501",Census Tract 5501,G5020,S,"7189486","1132186","+41.6631813","-087.5359785",5,8
"17","031","710900","17031710900","7109",Census Tract 7109,G5020,S,"990948","0","+41.7421461","-087.6396893",5,8
"17","031","711000","17031711000","7110",Census Tract 7110,G5020,S,"654358","0","+41.7396436","-087.6485811",5,8
"17","031","711100","17031711100","7111",Census Tract 7111,G5020,S,"653926","0","+41.7395016","-087.6583002",5,8
"17","031","711200","17031711200","7112",Census Tract 7112,G5020,S,"1102231","0","+41.7405561","-087.6698252",5,8
"17","031","431200","17031431200","4312",Census Tract 4312,G5020,S,"655295","0","+41.7553011","-087.5711843",5,8
"17","031","691200","17031691200","6912",Census Tract 6912,G5020,S,"1003068","10662","+41.7526208","-087.6304113",5,8
"17","031","440300","17031440300","4403",Census Tract 4403,G5020,S,"1295106","0","+41.7437212","-087.6195424",5,8
"17","031","510100","17031510100","5101",Census Tract 5101,G5020,S,"2147646","220086","+41.7126213","-087.5500748",5,8
"17","031","510200","17031510200","5102",Census Tract 5102,G5020,S,"1277946","0","+41.7142651","-087.5600495",5,8
"17","031","691300","17031691300","6913",Census Tract 6913,G5020,S,"647447","0","+41.7546811","-087.6198472",5,8
"17","031","691400","17031691400","6914",Census Tract 6914,G5020,S,"656684","0","+41.7548455","-087.6101685",5,8
"17","031","691500","17031691500","6915",Census Tract 6915,G5020,S,"674522","0","+41.7550528","-087.6002666",5,8
"17","031","710100","17031710100","7101",Census Tract 7101,G5020,S,"215116","0","+41.7533918","-087.6419713",5,8
"17","031","710200","17031710200","7102",Census Tract 7102,G5020,S,"741782","0","+41.7551131","-087.6514252",5,8
"17","031","710400","17031710400","7104",Census Tract 7104,G5020,S,"1002458","0","+41.7539184","-087.6709328",5,8
"17","031","710500","17031710500","7105",Census Tract 7105,G5020,S,"748404","0","+41.7475316","-087.6707874",5,8
"17","031","710600","17031710600","7106",Census Tract 7106,G5020,S,"244933","0","+41.7476600","-087.6609434",5,8
"17","031","710800","17031710800","7108",Census Tract 7108,G5020,S,"816273","0","+41.7478366","-087.6488126",5,8
"17","031","510300","17031510300","5103",Census Tract 5103,G5020,S,"2957302","0","+41.7157381","-087.5749736",5,8
"17","031","520100","17031520100","5201",Census Tract 5201,G5020,S,"2581898","521681","+41.7211184","-087.5294325",5,8
"17","031","838800","17031838800","8388",Census Tract 8388,G5020,S,"17863256","3802983","+41.6834042","-087.5740611",5,8
"17","031","710300","17031710300","7103",Census Tract 7103,G5020,S,"327581","0","+41.7540485","-087.6611057",5,8
"17","031","490500","17031490500","4905",Census Tract 4905,G5020,S,"1425891","0","+41.7179274","-087.6132064",6,9
"17","031","490600","17031490600","4906",Census Tract 4906,G5020,S,"683115","0","+41.7179734","-087.6283302",6,9
"17","031","490700","17031490700","4907",Census Tract 4907,G5020,S,"639811","0","+41.7107339","-087.6283617",6,9
"17","031","490800","17031490800","4908",Census Tract 4908,G5020,S,"1079253","0","+41.7106828","-087.6153371",6,9
"17","031","491000","17031491000","4910",Census Tract 4910,G5020,S,"1277974","0","+41.6997625","-087.6280536",6,9
"17","031","491100","17031491100","4911",Census Tract 4911,G5020,S,"1321949","0","+41.6997531","-087.6376994",6,9
"17","031","530200","17031530200","5302",Census Tract 5302,G5020,S,"1297343","0","+41.6815612","-087.6323954",6,9
"17","031","530300","17031530300","5303",Census Tract 5303,G5020,S,"1308194","0","+41.6813144","-087.6517524",6,9
"17","031","530400","17031530400","5304",Census Tract 5304,G5020,S,"1312063","0","+41.6740397","-087.6515267",6,9
"17","031","530600","17031530600","5306",Census Tract 5306,G5020,S,"966243","67959","+41.6700882","-087.6191458",6,9
"17","031","491200","17031491200","4912",Census Tract 4912,G5020,S,"649492","0","+41.6887765","-087.6374383",6,9
"17","031","491300","17031491300","4913",Census Tract 4913,G5020,S,"646033","0","+41.6888969","-087.6278036",6,9
"17","031","491400","17031491400","4914",Census Tract 4914,G5020,S,"829869","0","+41.6891232","-087.6168215",6,9
"17","031","500100","17031500100","5001",Census Tract 5001,G5020,S,"2652722","0","+41.7146834","-087.5950247",6,9
"17","031","500200","17031500200","5002",Census Tract 5002,G5020,S,"2042414","0","+41.7008552","-087.6003086",6,9
"17","031","500300","17031500300","5003",Census Tract 5003,G5020,S,"709172","0","+41.6893150","-087.6053698",6,9
"17","031","750100","17031750100","7501",Census Tract 7501,G5020,S,"1285527","0","+41.6958345","-087.6520283",6,9
"17","031","750200","17031750200","7502",Census Tract 7502,G5020,S,"1311132","0","+41.6956647","-087.6714247",6,9
"17","031","750300","17031750300","7503",Census Tract 7503,G5020,S,"661763","0","+41.6953911","-087.6861726",6,9
"17","031","750400","17031750400","7504",Census Tract 7504,G5020,S,"995559","0","+41.6856566","-087.6850710",6,9
"17","031","750500","17031750500","7505",Census Tract 7505,G5020,S,"2636170","0","+41.6846154","-087.6712334",6,9
"17","031","750600","17031750600","7506",Census Tract 7506,G5020,S,"1316350","0","+41.6886312","-087.6520493",6,9
"17","031","540101","17031540101","5401.01",Census Tract 5401.01,G5020,S,"3357305","508399","+41.6507203","-087.5993689",6,9
"17","031","530501","17031530501","5305.01",Census Tract 5305.01,G5020,S,"1296493","0","+41.6742780","-087.6321660",6,9
"17","031","530503","17031530503","5305.03",Census Tract 5305.03,G5020,S,"1598487","57148","+41.6642039","-087.6375356",6,9
"17","031","530502","17031530502","5305.02",Census Tract 5305.02,G5020,S,"706252","101712","+41.6660796","-087.6250251",6,9
"17","031","490901","17031490901","4909.01",Census Tract 4909.01,G5020,S,"845452","0","+41.6960582","-087.6162677",6,9
"17","031","490902","17031490902","4909.02",Census Tract 4909.02,G5020,S,"1196066","0","+41.7032801","-087.6153262",6,9
"17","031","730201","17031730201","7302.01",Census Tract 7302.01,G5020,S,"998832","0","+41.7268625","-087.6579016",6,9
"17","031","540102","17031540102","5401.02",Census Tract 5401.02,G5020,S,"5297055","0","+41.6673300","-087.6054488",6,9
"17","031","530100","17031530100","5301",Census Tract 5301,G5020,S,"649937","0","+41.6818522","-087.6179395",6,9
"17","031","730202","17031730202","7302.02",Census Tract 7302.02,G5020,S,"872692","0","+41.7264299","-087.6485425",6,9
"17","031","711500","17031711500","7115",Census Tract 7115,G5020,S,"649295","0","+41.7324402","-087.6386888",6,9
"17","031","711300","17031711300","7113",Census Tract 7113,G5020,S,"350019","0","+41.7335044","-087.6672855",6,9
"17","031","711400","17031711400","7114",Census Tract 7114,G5020,S,"745157","0","+41.7336614","-087.6521168",6,9
"17","031","720100","17031720100","7201",Census Tract 7201,G5020,S,"1965312","0","+41.7276164","-087.6747355",6,9
"17","031","720200","17031720200","7202",Census Tract 7202,G5020,S,"1672473","0","+41.7130417","-087.6660545",6,9
"17","031","720300","17031720300","7203",Census Tract 7203,G5020,S,"1264753","0","+41.7139198","-087.6771439",6,9
"17","031","720400","17031720400","7204",Census Tract 7204,G5020,S,"663284","0","+41.7099918","-087.6866686",6,9
"17","031","720500","17031720500","7205",Census Tract 7205,G5020,S,"1042167","0","+41.7028353","-087.6891011",6,9
"17","031","720600","17031720600","7206",Census Tract 7206,G5020,S,"582372","0","+41.7027764","-087.6772070",6,9
"17","031","720700","17031720700","7207",Census Tract 7207,G5020,S,"1049859","0","+41.7031071","-087.6651388",6,9
"17","031","730100","17031730100","7301",Census Tract 7301,G5020,S,"656951","0","+41.7251952","-087.6384256",6,9
"17","031","730300","17031730300","7303",Census Tract 7303,G5020,S,"297371","0","+41.7274693","-087.6645667",6,9
"17","031","730400","17031730400","7304",Census Tract 7304,G5020,S,"1285204","0","+41.7178408","-087.6526479",6,9
"17","031","730500","17031730500","7305",Census Tract 7305,G5020,S,"1317608","0","+41.7142653","-087.6381377",6,9
"17","031","730600","17031730600","7306",Census Tract 7306,G5020,S,"1007256","0","+41.7106003","-087.6504857",6,9
"17","031","730700","17031730700","7307",Census Tract 7307,G5020,S,"988114","0","+41.7030817","-087.6500793",6,9
"17","031","740100","17031740100","7401",Census Tract 7401,G5020,S,"891330","0","+41.6972859","-087.6986083",6,9
"17","031","740200","17031740200","7402",Census Tract 7402,G5020,S,"1962882","0","+41.7047017","-087.7127057",6,9
"17","031","740300","17031740300","7403",Census Tract 7403,G5020,S,"1320728","0","+41.6950694","-087.7107233",6,9
"17","031","740400","17031740400","7404",Census Tract 7404,G5020,S,"2838803","0","+41.6872391","-087.7193158",6,9
"17","031","280800","17031280800","2808",Census Tract 2808,G5020,S,"237357","0","+41.8785967","-087.6889009",7,10
"17","031","301200","17031301200","3012",Census Tract 3012,G5020,S,"482205","0","+41.8484171","-087.6914771",7,10
"17","031","290900","17031290900","2909",Census Tract 2909,G5020,S,"996496","0","+41.8624103","-087.7324567",7,10
"17","031","291200","17031291200","2912",Census Tract 2912,G5020,S,"329138","0","+41.8626611","-087.7128746",7,10
"17","031","271500","17031271500","2715",Census Tract 2715,G5020,S,"162821","0","+41.8717861","-087.7131559",7,10
"17","031","292200","17031292200","2922",Census Tract 2922,G5020,S,"394160","0","+41.8566665","-087.7157306",7,10
"17","031","292400","17031292400","2924",Census Tract 2924,G5020,S,"330658","0","+41.8552397","-087.7223992",7,10
"17","031","292500","17031292500","2925",Census Tract 2925,G5020,S,"982499","0","+41.8551613","-087.7322428",7,10
"17","031","271800","17031271800","2718",Census Tract 2718,G5020,S,"205986","0","+41.8714964","-087.6984897",7,10
"17","031","300600","17031300600","3006",Census Tract 3006,G5020,S,"328182","0","+41.8479904","-087.7173343",7,10
"17","031","300700","17031300700","3007",Census Tract 3007,G5020,S,"329127","0","+41.8480720","-087.7124504",7,10
"17","031","301100","17031301100","3011",Census Tract 3011,G5020,S,"211425","0","+41.8470290","-087.6979734",7,10
"17","031","301600","17031301600","3016",Census Tract 3016,G5020,S,"329517","0","+41.8407572","-087.7122520",7,10
"17","031","260900","17031260900","2609",Census Tract 2609,G5020,S,"228195","0","+41.8710297","-087.7228141",7,10
"17","031","261000","17031261000","2610",Census Tract 2610,G5020,S,"499037","0","+41.8713379","-087.7320094",7,10
"17","031","260300","17031260300","2603",Census Tract 2603,G5020,S,"329187","0","+41.8842766","-087.7331362",7,10
"17","031","260500","17031260500","2605",Census Tract 2605,G5020,S,"337553","0","+41.8766639","-087.7377282",7,10
"17","031","260600","17031260600","2606",Census Tract 2606,G5020,S,"318825","0","+41.8771076","-087.7328670",7,10
"17","031","260700","17031260700","2607",Census Tract 2607,G5020,S,"329201","0","+41.8770565","-087.7279962",7,10
"17","031","260800","17031260800","2608",Census Tract 2608,G5020,S,"328945","0","+41.8770848","-087.7230964",7,10
"17","031","282700","17031282700","2827",Census Tract 2827,G5020,S,"439297","0","+41.8713668","-087.6886812",7,10
"17","031","252202","17031252202","2522.02",Census Tract 2522.02,G5020,S,"637446","0","+41.8767584","-087.7445832",7,10
"17","031","836800","17031836800","8368",Census Tract 8368,G5020,S,"801875","14139","+41.8850903","-087.7149666",7,10
"17","031","836600","17031836600","8366",Census Tract 8366,G5020,S,"634181","0","+41.8986973","-087.7088059",7,10
"17","031","837000","17031837000","8370",Census Tract 8370,G5020,S,"412544","0","+41.8783233","-087.6986739",7,10
"17","031","301801","17031301801","3018.01",Census Tract 3018.01,G5020,S,"694937","0","+41.8416597","-087.7350509",7,10
"17","031","301702","17031301702","3017.02",Census Tract 3017.02,G5020,S,"330989","0","+41.8388062","-087.7195244",7,10
"17","031","837400","17031837400","8374",Census Tract 8374,G5020,S,"591450","0","+41.8759745","-087.6938013",7,10
"17","031","837300","17031837300","8373",Census Tract 8373,G5020,S,"368498","0","+41.8716191","-087.7055524",7,10
"17","031","841500","17031841500","8415",Census Tract 8415,G5020,S,"432305","0","+41.8616224","-087.7079132",7,10
"17","031","838700","17031838700","8387",Census Tract 8387,G5020,S,"658085","0","+41.8625775","-087.7201851",7,10
"17","031","301802","17031301802","3018.02",Census Tract 3018.02,G5020,S,"345011","0","+41.8451846","-087.7277592",7,10
"17","031","301701","17031301701","3017.01",Census Tract 3017.01,G5020,S,"330773","0","+41.8424805","-087.7196254",7,10
"17","031","841300","17031841300","8413",Census Tract 8413,G5020,S,"1345364","68765","+41.8439774","-087.6842025",7,10
"17","031","840700","17031840700","8407",Census Tract 8407,G5020,S,"541526","0","+41.8529302","-087.6942666",7,10
"17","031","841600","17031841600","8416",Census Tract 8416,G5020,S,"159365","0","+41.8553771","-087.7076032",7,10
"17","031","841700","17031841700","8417",Census Tract 8417,G5020,S,"266794","0","+41.8531302","-087.7041819",7,10
"17","031","840800","17031840800","8408",Census Tract 8408,G5020,S,"328679","0","+41.8408329","-087.7073710",7,10
"17","031","841400","17031841400","8414",Census Tract 8414,G5020,S,"242487","0","+41.8533390","-087.7143926",7,10
"17","031","830500","17031830500","8305",Census Tract 8305,G5020,S,"3827807","285801","+41.8291246","-087.7193199",7,10
"17","031","251700","17031251700","2517",Census Tract 2517,G5020,S,"486655","0","+41.8913844","-087.7444793",7,10
"17","031","260100","17031260100","2601",Census Tract 2601,G5020,S,"325451","0","+41.8843707","-087.7233302",7,10
"17","031","260200","17031260200","2602",Census Tract 2602,G5020,S,"328451","0","+41.8843243","-087.7282302",7,10
"17","031","300500","17031300500","3005",Census Tract 3005,G5020,S,"271031","0","+41.8474251","-087.7219393",7,10
"17","031","300800","17031300800","3008",Census Tract 3008,G5020,S,"325846","0","+41.8481108","-087.7075818",7,10
"17","031","291600","17031291600","2916",Census Tract 2916,G5020,S,"220340","0","+41.8576415","-087.6922159",7,10
"17","031","251000","17031251000","2510",Census Tract 2510,G5020,S,"466955","0","+41.8986945","-087.7448924",7,10
"17","031","270500","17031270500","2705",Census Tract 2705,G5020,S,"561347","0","+41.8762402","-087.7177932",7,10
"17","031","271200","17031271200","2712",Census Tract 2712,G5020,S,"329808","0","+41.8773597","-087.7035621",7,10
"17","031","271300","17031271300","2713",Census Tract 2713,G5020,S,"327413","0","+41.8773040","-087.7084528",7,10
"17","031","271400","17031271400","2714",Census Tract 2714,G5020,S,"328376","0","+41.8772429","-087.7133314",7,10
"17","031","300900","17031300900","3009",Census Tract 3009,G5020,S,"327299","0","+41.8481796","-087.7026993",7,10
"17","031","260400","17031260400","2604",Census Tract 2604,G5020,S,"328225","0","+41.8842145","-087.7380411",7,10
"17","031","231200","17031231200","2312",Census Tract 2312,G5020,S,"656674","0","+41.8990614","-087.7213153",7,10
"17","031","231100","17031231100","2311",Census Tract 2311,G5020,S,"176381","0","+41.8992542","-087.7150684",7,10
"17","031","231500","17031231500","2315",Census Tract 2315,G5020,S,"999706","0","+41.8917357","-087.7186525",7,10
"17","031","842100","17031842100","8421",Census Tract 8421,G5020,S,"2034641","0","+41.8952785","-087.7336103",7,10
"17","031","843300","17031843300","8433",Census Tract 8433,G5020,S,"584251","0","+41.8637638","-087.6925503",7,10
"17","031","843000","17031843000","8430",Census Tract 8430,G5020,S,"1065861","0","+41.8679365","-087.7227489",7,10
"17","031","843100","17031843100","8431",Census Tract 8431,G5020,S,"980297","32379","+41.8626017","-087.6994529",7,10
"17","031","843500","17031843500","8435",Census Tract 8435,G5020,S,"1890168","143193","+41.8409834","-087.6975661",7,10
"17","031","838600","17031838600","8386",Census Tract 8386,G5020,S,"246251","0","+41.8678233","-087.7008236",7,10
"17","031","843400","17031843400","8434",Census Tract 8434,G5020,S,"656213","0","+41.8493274","-087.7320218",7,10
"17","031","301803","17031301803","3018.03",Census Tract 3018.03,G5020,S,"351050","0","+41.8395497","-087.7278708",7,10
"17","031","010300","17031010300","103",Census Tract 103,G5020,S,"472017","0","+42.0159407","-087.6665351",8,11
"17","031","010600","17031010600","106",Census Tract 106,G5020,S,"495017","0","+42.0062774","-087.6676830",8,11
"17","031","020100","17031020100","201",Census Tract 201,G5020,S,"411155","0","+42.0157210","-087.6871169",8,11
"17","031","020200","17031020200","202",Census Tract 202,G5020,S,"1241961","0","+42.0156903","-087.6995191",8,11
"17","031","020400","17031020400","204",Census Tract 204,G5020,S,"555577","0","+42.0084880","-087.6859118",8,11
"17","031","030200","17031030200","302",Census Tract 302,G5020,S,"666198","0","+41.9944414","-087.6652300",8,11
"17","031","030300","17031030300","303",Census Tract 303,G5020,S,"314151","0","+41.9943875","-087.6725348",8,11
"17","031","030400","17031030400","304",Census Tract 304,G5020,S,"346486","0","+41.9869515","-087.6720788",8,11
"17","031","030900","17031030900","309",Census Tract 309,G5020,S,"408716","0","+41.9797951","-087.6714454",8,11
"17","031","031000","17031031000","310",Census Tract 310,G5020,S,"424897","0","+41.9724370","-087.6711094",8,11
"17","031","010100","17031010100","101",Census Tract 101,G5020,S,"379751","0","+42.0212564","-087.6698316",8,11
"17","031","030500","17031030500","305",Census Tract 305,G5020,S,"618133","0","+41.9872260","-087.6649359",8,11
"17","031","020500","17031020500","205",Census Tract 205,G5020,S,"771656","0","+42.0013129","-087.6841982",8,11
"17","031","030102","17031030102","301.02",Census Tract 301.02,G5020,S,"113330","87128","+41.9930264","-087.6550225",8,11
"17","031","030103","17031030103","301.03",Census Tract 301.03,G5020,S,"86631","101282","+41.9955241","-087.6551527",8,11
"17","031","030706","17031030706","307.06",Census Tract 307.06,G5020,S,"392423","175618","+41.9804151","-087.6509155",8,11
"17","031","030601","17031030601","306.01",Census Tract 306.01,G5020,S,"150064","98467","+41.9889716","-087.6546087",8,11
"17","031","040401","17031040401","404.01",Census Tract 404.01,G5020,S,"385796","0","+41.9720667","-087.6860816",8,11
"17","031","030104","17031030104","301.04",Census Tract 301.04,G5020,S,"110578","70440","+41.9972773","-087.6559864",8,11
"17","031","010501","17031010501","105.01",Census Tract 105.01,G5020,S,"202133","0","+42.0094119","-087.6639583",8,11
"17","031","020701","17031020701","207.01",Census Tract 207.01,G5020,S,"591396","0","+41.9868915","-087.7036897",8,11
"17","031","010201","17031010201","102.01",Census Tract 102.01,G5020,S,"504464","0","+42.0160077","-087.6801484",8,11
"17","031","010702","17031010702","107.02",Census Tract 107.02,G5020,S,"357548","0","+42.0090199","-087.6727257",8,11
"17","031","010503","17031010503","105.03",Census Tract 105.03,G5020,S,"194213","0","+42.0003207","-087.6631262",8,11
"17","031","010502","17031010502","105.02",Census Tract 105.02,G5020,S,"180386","0","+42.0045173","-087.6633273",8,11
"17","031","010701","17031010701","107.01",Census Tract 107.01,G5020,S,"429692","0","+42.0091482","-087.6786204",8,11
"17","031","020902","17031020902","209.02",Census Tract 209.02,G5020,S,"501889","0","+41.9942585","-087.6786841",8,11
"17","031","020302","17031020302","203.02",Census Tract 203.02,G5020,S,"639920","0","+42.0085406","-087.6949634",8,11
"17","031","020601","17031020601","206.01",Census Tract 206.01,G5020,S,"591326","0","+42.0008746","-087.7018025",8,11
"17","031","020301","17031020301","203.01",Census Tract 203.01,G5020,S,"825541","0","+42.0068651","-087.7051865",8,11
"17","031","020802","17031020802","208.02",Census Tract 208.02,G5020,S,"644017","0","+41.9940592","-087.6946306",8,11
"17","031","020702","17031020702","207.02",Census Tract 207.02,G5020,S,"704327","0","+41.9941256","-087.7048939",8,11
"17","031","020801","17031020801","208.01",Census Tract 208.01,G5020,S,"655953","0","+41.9868081","-087.6944149",8,11
"17","031","040202","17031040202","402.02",Census Tract 402.02,G5020,S,"588656","0","+41.9798549","-087.6940960",8,11
"17","031","040201","17031040201","402.01",Census Tract 402.01,G5020,S,"721413","0","+41.9725804","-087.6940005",8,11
"17","031","040402","17031040402","404.02",Census Tract 404.02,G5020,S,"602582","0","+41.9725450","-087.6788181",8,11
"17","031","030703","17031030703","307.03",Census Tract 307.03,G5020,S,"198290","0","+41.9788749","-087.6578708",8,11
"17","031","030702","17031030702","307.02",Census Tract 307.02,G5020,S,"22158","0","+41.9808148","-087.6545286",8,11
"17","031","030604","17031030604","306.04",Census Tract 306.04,G5020,S,"198296","89530","+41.9858707","-087.6524546",8,11
"17","031","030800","17031030800","308",Census Tract 308,G5020,S,"567414","0","+41.9799123","-087.6641880",8,11
"17","031","031100","17031031100","311",Census Tract 311,G5020,S,"549965","0","+41.9726684","-087.6638662",8,11
"17","031","031300","17031031300","313",Census Tract 313,G5020,S,"632210","466785","+41.9737646","-087.6465298",8,11
"17","031","040100","17031040100","401",Census Tract 401,G5020,S,"1972511","29163","+41.9856223","-087.6828856",8,11
"17","031","040300","17031040300","403",Census Tract 403,G5020,S,"752565","14886","+41.9769437","-087.7019832",8,11
"17","031","031200","17031031200","312",Census Tract 312,G5020,S,"326475","0","+41.9727092","-087.6573410",8,11
"17","031","020602","17031020602","206.02",Census Tract 206.02,G5020,S,"492027","0","+42.0013156","-087.6936373",8,11
"17","031","020901","17031020901","209.01",Census Tract 209.01,G5020,S,"485422","2818","+41.9943922","-087.6854736",8,11
"17","031","010202","17031010202","102.02",Census Tract 102.02,G5020,S,"351758","0","+42.0160507","-087.6733216",8,11
"17","031","830600","17031830600","8306",Census Tract 8306,G5020,S,"661394","0","+42.0016980","-087.6735738",8,11
"17","031","030603","17031030603","306.03",Census Tract 306.03,G5020,S,"116000","0","+41.9854762","-087.6583979",8,11
"17","031","030101","17031030101","301.01",Census Tract 301.01,G5020,S,"127283","110999","+41.9910538","-087.6548790",8,11
"17","031","030701","17031030701","307.01",Census Tract 307.01,G5020,S,"69878","0","+41.9827453","-087.6579659",8,11
"17","031","251400","17031251400","2514",Census Tract 2514,G5020,S,"688029","0","+41.8909574","-087.7701248",9,12
"17","031","252102","17031252102","2521.02",Census Tract 2521.02,G5020,S,"668487","0","+41.8765922","-087.7598116",9,12
"17","031","220901","17031220901","2209.01",Census Tract 2209.01,G5020,S,"293288","0","+41.9191816","-087.7212483",9,12
"17","031","252101","17031252101","2521.01",Census Tract 2521.01,G5020,S,"829724","24575","+41.8738812","-087.7698552",9,12
"17","031","831300","17031831300","8313",Census Tract 8313,G5020,S,"576183","0","+41.9077662","-087.7442596",9,12
"17","031","831400","17031831400","8314",Census Tract 8314,G5020,S,"2104282","0","+41.8691188","-087.7560884",9,12
"17","031","190402","17031190402","1904.02",Census Tract 1904.02,G5020,S,"653980","0","+41.9348596","-087.7712318",9,12
"17","031","190602","17031190602","1906.02",Census Tract 1906.02,G5020,S,"621354","0","+41.9275604","-087.7707371",9,12
"17","031","190401","17031190401","1904.01",Census Tract 1904.01,G5020,S,"655475","0","+41.9347276","-087.7809524",9,12
"17","031","190702","17031190702","1907.02",Census Tract 1907.02,G5020,S,"383493","0","+41.9261631","-087.7610395",9,12
"17","031","191302","17031191302","1913.02",Census Tract 1913.02,G5020,S,"631185","0","+41.9202289","-087.7705334",9,12
"17","031","190601","17031190601","1906.01",Census Tract 1906.01,G5020,S,"690034","0","+41.9274146","-087.7804606",9,12
"17","031","191301","17031191301","1913.01",Census Tract 1913.01,G5020,S,"674995","0","+41.9201522","-087.7802655",9,12
"17","031","200402","17031200402","2004.02",Census Tract 2004.02,G5020,S,"386205","0","+41.9196348","-087.7296789",9,12
"17","031","200401","17031200401","2004.01",Census Tract 2004.01,G5020,S,"402815","0","+41.9198285","-087.7375419",9,12
"17","031","220902","17031220902","2209.02",Census Tract 2209.02,G5020,S,"330304","0","+41.9227112","-087.7218357",9,12
"17","031","210501","17031210501","2105.01",Census Tract 2105.01,G5020,S,"313076","0","+41.9374013","-087.7223301",9,12
"17","031","210502","17031210502","2105.02",Census Tract 2105.02,G5020,S,"345944","0","+41.9337846","-087.7220524",9,12
"17","031","191000","17031191000","1910",Census Tract 1910,G5020,S,"434313","0","+41.9192297","-087.7438010",9,12
"17","031","170900","17031170900","1709",Census Tract 1709,G5020,S,"320577","0","+41.9361959","-087.8116057",9,12
"17","031","180100","17031180100","1801",Census Tract 1801,G5020,S,"1071402","0","+41.9344884","-087.7986091",9,12
"17","031","190100","17031190100","1901",Census Tract 1901,G5020,S,"316148","0","+41.9352176","-087.7443889",9,12
"17","031","251500","17031251500","2515",Census Tract 2515,G5020,S,"683926","0","+41.8911035","-087.7603538",9,12
"17","031","251600","17031251600","2516",Census Tract 2516,G5020,S,"480786","0","+41.8914065","-087.7518037",9,12
"17","031","251800","17031251800","2518",Census Tract 2518,G5020,S,"997741","0","+41.8841436","-087.7478885",9,12
"17","031","251900","17031251900","2519",Census Tract 2519,G5020,S,"632452","0","+41.8838116","-087.7600945",9,12
"17","031","252000","17031252000","2520",Census Tract 2520,G5020,S,"624594","0","+41.8836759","-087.7698798",9,12
"17","031","190200","17031190200","1902",Census Tract 1902,G5020,S,"660108","0","+41.9351136","-087.7516489",9,12
"17","031","190300","17031190300","1903",Census Tract 1903,G5020,S,"660302","0","+41.9349864","-087.7614635",9,12
"17","031","190800","17031190800","1908",Census Tract 1908,G5020,S,"661317","0","+41.9278186","-087.7513624",9,12
"17","031","222900","17031222900","2229",Census Tract 2229,G5020,S,"218387","0","+41.9155644","-087.7200744",9,12
"17","031","200300","17031200300","2003",Census Tract 2003,G5020,S,"250668","0","+41.9234806","-087.7341264",9,12
"17","031","190900","17031190900","1909",Census Tract 1909,G5020,S,"314637","0","+41.9279225","-087.7441048",9,12
"17","031","191200","17031191200","1912",Census Tract 1912,G5020,S,"705577","0","+41.9201432","-087.7608269",9,12
"17","031","200100","17031200100","2001",Census Tract 2001,G5020,S,"584862","0","+41.9350552","-087.7376226",9,12
"17","031","200200","17031200200","2002",Census Tract 2002,G5020,S,"818684","0","+41.9278523","-087.7356282",9,12
"17","031","230400","17031230400","2304",Census Tract 2304,G5020,S,"338516","0","+41.9118202","-087.7215520",9,12
"17","031","230500","17031230500","2305",Census Tract 2305,G5020,S,"526593","0","+41.9116892","-087.7339434",9,12
"17","031","210400","17031210400","2104",Census Tract 2104,G5020,S,"421549","0","+41.9357450","-087.7303057",9,12
"17","031","230700","17031230700","2307",Census Tract 2307,G5020,S,"647089","0","+41.9063229","-087.7215397",9,12
"17","031","230600","17031230600","2306",Census Tract 2306,G5020,S,"1010886","0","+41.9061550","-087.7339986",9,12
"17","031","220701","17031220701","2207.01",Census Tract 2207.01,G5020,S,"266386","0","+41.9261554","-087.7215651",9,12
"17","031","252201","17031252201","2522.01",Census Tract 2522.01,G5020,S,"386790","0","+41.8766958","-087.7521051",9,12
"17","031","250200","17031250200","2502",Census Tract 2502,G5020,S,"499204","0","+41.9123508","-087.7510730",9,12
"17","031","250300","17031250300","2503",Census Tract 2503,G5020,S,"617326","0","+41.9128419","-087.7608408",9,12
"17","031","250400","17031250400","2504",Census Tract 2504,G5020,S,"1309879","0","+41.9129080","-087.7753942",9,12
"17","031","250500","17031250500","2505",Census Tract 2505,G5020,S,"2061581","0","+41.9146180","-087.7967960",9,12
"17","031","250600","17031250600","2506",Census Tract 2506,G5020,S,"647765","0","+41.9056935","-087.7706303",9,12
"17","031","250700","17031250700","2507",Census Tract 2507,G5020,S,"662320","0","+41.9058206","-087.7608128",9,12
"17","031","250800","17031250800","2508",Census Tract 2508,G5020,S,"574711","0","+41.9061855","-087.7514741",9,12
"17","031","251100","17031251100","2511",Census Tract 2511,G5020,S,"496455","0","+41.8986248","-087.7520112",9,12
"17","031","251200","17031251200","2512",Census Tract 2512,G5020,S,"662289","0","+41.8985491","-087.7606040",9,12
"17","031","251300","17031251300","2513",Census Tract 2513,G5020,S,"653465","0","+41.8984251","-087.7703849",9,12
"17","031","191100","17031191100","1911",Census Tract 1911,G5020,S,"822433","0","+41.9196293","-087.7509763",9,12
